"Variable.Name","Variable.Description","Data.File.Name","Data.File.Description","Begin.Year","EndYear","Component","Use.Constraints"
"OHX09BPD","Periodontal bleeding from probing: Upper left central incisor-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX09BPM","Periodontal bleeding from probing: Upper left central incisor-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX09BPS","Periodontal bleeding from probing: Upper left central incisor-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"SEQN","Respondent sequence number.","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHAEXSTS","Overall Oral Health Exam Status","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHASCST4","Periodontal Status Code","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD02CJM","Loss of Attachment:  Upper right 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD02PCM","Loss of Attachment:  Upper right 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD02LAM","Loss of Attachment:  Upper right 2nd molar (2M) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD02CJS","Loss of Attachment:  Upper right 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD02PCS","Loss of Attachment:  Upper right 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD02LAS","Loss of Attachment:  Upper right 2nd molar (2M) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD02CJD","Loss of Attachment: Upper right 2nd molar (2M) distal - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD02PCD","Loss of Attachment: Upper right 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD02LAD","Loss of Attachment:  Upper right 2nd molar (2M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD03CJM","Loss of Attachment:  Upper right 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD03PCM","Loss of Attachment:  Upper right 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD03LAM","Loss of Attachment:  Upper right 1st molar (1M) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD03CJS","Loss of Attachment:  Upper right 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD03PCS","Loss of Attachment:  Upper right 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD03LAS","Loss of Attachment:  Upper right 1st molar (1M) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD03CJD","Loss of Attachment: Upper right 1st molar (1M) distal - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD03PCD","Loss of Attachment: Upper right 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD03LAD","Loss of Attachment:  Upper right 1st molar (1M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD04CJM","Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD04PCM","Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD04LAM","Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD04CJS","Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD04PCS","Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD04LAS","Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD04CJD","Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD04PCD","Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD04LAD","Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD05CJM","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD05PCM","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD05LAM","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD05CJS","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD05PCS","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD05LAS","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD05CJD","Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD05PCD","Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD05LAD","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD06CJM","Loss of Attachment:  Upper right cuspid (C) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD06PCM","Loss of Attachment:  Upper right cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD06LAM","Loss of Attachment:  Upper right cuspid (C) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD06CJS","Loss of Attachment:  Upper right cuspid (C) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD06PCS","Loss of Attachment:  Upper right cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD06LAS","Loss of Attachment:  Upper right cuspid (C) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD06CJD","Loss of Attachment: Upper right cuspid (C) distal - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD06PCD","Loss of Attachment: Upper right cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD06LAD","Loss of Attachment:  Upper right cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD07CJM","Loss of Attachment:  Upper right lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD07PCM","Loss of Attachment:  Upper right lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD07LAM","Loss of Attachment:  Upper right lateral incisor (LI) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD07CJS","Loss of Attachment:  Upper right lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD07PCS","Loss of Attachment:  Upper right lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD07LAS","Loss of Attachment:  Upper right lateral incisor (LI) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD07CJD","Loss of Attachment: Upper right lateral incisor (LI) distal - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD07PCD","Loss of Attachment: Upper right lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD07LAD","Loss of Attachment:  Upper right lateral incisor (LI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD08CJM","Loss of Attachment:  Upper right central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD08PCM","Loss of Attachment:  Upper right central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD08LAM","Loss of Attachment:  Upper right central incisor (CI) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD08CJS","Loss of Attachment:  Upper right central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD08PCS","Loss of Attachment:  Upper right central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD08LAS","Loss of Attachment:  Upper right central incisor (CI) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD08CJD","Loss of Attachment: Upper right central incisor (CI) distal - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD08PCD","Loss of Attachment: Upper right central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD08LAD","Loss of Attachment:  Upper right central incisor (CI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD15CJM","Loss of Attachment:  Upper left 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD15PCM","Loss of Attachment:  Upper left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD15LAM","Loss of Attachment:  Upper left 2nd molar (2M) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD15CJS","Loss of Attachment:  Upper left 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD15PCS","Loss of Attachment:  Upper left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD15LAS","Loss of Attachment:  Upper left 2nd molar (2M) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD15CJD","Loss of Attachment: Upper left 2nd molar (2M) distal - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD15PCD","Loss of Attachment: Upper left 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD15LAD","Loss of Attachment:  Upper left 2nd molar (2M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD14CJM","Loss of Attachment:  Upper left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD14PCM","Loss of Attachment:  Upper left 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD14LAM","Loss of Attachment:  Upper left 1st molar (1M) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD14CJS","Loss of Attachment:  Upper left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD14PCS","Loss of Attachment:  Upper left 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
"OHD14LAS","Loss of Attachment:  Upper left 1st molar (1M) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_C","Oral Health - Periodontal/Upper",2003,2004,"Examination","None"
